Student_Name,Enrollment_No,Semester,Department,Age,Gender,G1_Internal,G2_Internal,Final_Exam_Score,Attendance_Percentage,Study_Hours_Per_Week,Backlogs,Parent_Education_Level,Part_Time_Work,Previous_CGPA,predicted_CGPA,Academic_Risk_Level
10,754,4,1,21,1,36,73,95,83,10,0,2,0,9.49,7.07,2
2,639,6,1,20,1,84,53,97,68,0,0,3,1,8.73,7.99,2
6,616,7,1,18,1,33,75,54,65,0,2,0,0,4.23,5.4,0
0,521,4,0,22,1,60,46,74,58,11,1,3,1,4.23,6.14,2
2,355,7,3,22,1,85,34,52,60,15,3,1,1,5.78,5.65,0
4,147,6,1,19,1,33,67,70,58,7,1,1,0,8.77,5.8,2
2,364,7,1,18,1,69,88,62,79,13,2,1,1,8.19,7.19,2
1,363,6,2,18,0,76,56,57,77,6,0,0,0,7.46,6.24,2
1,970,1,1,20,1,79,83,37,58,17,3,3,0,5.06,6.34,0
10,651,2,1,21,1,52,84,58,57,12,1,0,0,9.34,6.4,2
11,701,5,5,18,0,80,72,85,53,12,0,0,0,8.94,7.96,2
5,401,2,3,21,0,67,67,44,74,8,4,0,0,9.02,5.78,0
4,605,8,5,20,0,38,90,44,57,17,2,0,1,6.79,5.6,2
10,491,8,0,19,0,90,74,66,67,2,1,2,1,6.02,7.56,2
13,228,3,2,19,1,50,87,48,58,2,4,2,0,7.5,6.03,0
3,574,2,5,21,1,38,58,88,64,13,1,0,0,7.61,6.4,2
9,851,6,0,21,1,54,83,80,54,8,1,3,0,9.1,7.31,2
6,536,6,4,18,0,65,63,64,87,15,4,0,0,7.14,6.4,0
2,267,3,3,20,0,72,50,65,88,4,2,0,1,8.83,6.26,2
5,404,4,1,19,1,57,74,82,42,12,2,2,1,5.74,7.21,2
11,792,6,5,18,0,93,30,41,62,7,4,2,1,4.23,5.33,0
8,10,3,5,22,1,74,39,57,89,18,2,1,1,6.4,5.67,2
3,319,6,1,18,0,85,87,62,84,8,3,2,0,5.1,7.64,1
12,712,5,1,21,0,77,57,84,51,8,3,1,0,8.28,7.38,0
7,125,6,2,22,1,37,90,79,71,9,0,3,0,8.43,6.97,2
5,305,1,5,18,1,43,59,58,90,8,4,1,1,8.31,5.38,0
8,701,3,5,20,1,44,57,87,93,11,3,3,0,6.55,6.51,0
4,510,7,4,19,0,68,58,55,67,11,1,0,0,8.91,5.98,2
12,88,8,0,22,0,54,60,52,73,10,2,0,0,6.45,5.5,0
10,354,2,4,20,1,92,97,46,40,19,3,1,1,7.3,7.51,0
11,627,3,5,18,1,88,60,34,49,17,3,3,0,5.17,5.8,0
3,351,4,4,21,1,58,70,88,89,6,4,0,0,4.13,7.36,0
3,688,6,5,21,0,32,93,45,66,0,1,1,1,7.32,5.55,2
3,13,3,3,20,0,68,71,50,51,6,3,3,0,7.59,6.17,0
4,256,5,2,21,1,51,73,34,84,0,1,0,0,9.11,5.08,0
12,208,3,4,19,1,70,60,87,75,13,2,2,0,8.65,7.38,2
2,280,5,5,20,1,49,40,55,92,12,2,0,1,8.27,4.87,0
7,442,8,4,20,0,48,65,72,72,12,2,1,1,7.85,6.27,2
13,839,8,0,21,0,42,61,88,43,16,0,1,1,6.38,6.61,2
4,836,6,2,20,1,48,68,87,60,7,4,3,1,6.69,6.96,0
9,388,2,3,18,0,95,96,31,59,16,2,2,0,8.29,6.97,2
6,616,6,1,22,1,94,89,73,89,12,0,1,0,4.87,8.41,1
6,482,4,1,22,1,32,54,55,56,16,0,2,1,7.95,4.78,0
7,146,1,4,21,1,53,57,73,91,14,4,2,1,7.44,6.22,0
1,278,2,5,19,0,67,48,48,85,1,2,3,0,5.23,5.37,0
6,520,2,0,19,1,31,58,78,73,12,4,3,0,6.45,5.79,0
11,629,8,2,21,1,85,79,86,53,19,4,2,1,8.3,8.36,0
4,605,1,3,21,0,66,48,35,49,7,3,2,1,4.64,4.82,0
8,433,3,3,20,1,33,85,52,96,2,4,1,1,7.43,5.62,0
7,143,6,3,19,1,73,47,72,59,6,0,2,0,6.31,6.48,2
9,288,3,1,22,1,74,74,73,74,16,2,3,0,5.38,7.36,2
1,385,3,2,21,1,76,70,95,54,5,4,3,0,8.9,8.18,0
2,13,6,1,22,0,55,42,74,78,5,0,1,1,6.63,5.87,2
12,256,4,4,22,0,38,97,48,66,10,2,3,1,9.43,5.97,2
8,345,2,3,19,1,77,97,33,54,5,1,2,0,7.49,6.54,2
10,697,5,2,22,0,60,53,86,58,1,0,0,0,5.82,6.83,2
7,344,1,3,20,0,84,62,38,65,2,1,3,1,5.65,5.9,2
11,399,2,1,20,0,30,84,77,51,1,1,1,1,7.82,6.5,2
12,206,3,1,19,0,88,32,65,63,2,3,2,1,5.92,6.2,0
8,857,1,1,20,0,40,32,96,92,0,1,3,0,7.18,6.0,2
1,942,5,3,21,0,31,59,47,75,6,0,0,0,7.11,4.58,0
8,171,2,2,19,0,75,47,69,72,15,4,3,1,4.09,6.42,0
12,463,2,2,22,0,30,95,95,44,15,2,2,1,7.81,7.55,2
0,269,4,4,21,1,99,72,94,48,16,3,3,0,7.12,8.89,0
13,220,2,3,19,1,95,95,53,79,0,2,2,0,8.46,7.82,1
5,151,2,4,22,1,31,56,82,53,17,0,0,0,9.16,5.89,2
2,622,5,0,22,1,98,48,71,85,6,4,3,0,6.69,7.22,0
6,182,5,4,22,1,42,45,82,75,8,1,0,0,8.27,5.89,2
1,398,1,4,22,1,48,55,91,64,2,1,2,1,6.58,6.73,2
12,850,3,4,22,1,76,43,91,46,15,0,0,0,5.61,7.21,2
13,71,5,1,19,1,30,76,97,73,2,0,2,1,8.95,7.06,2
13,417,1,0,20,0,47,47,64,82,5,2,1,1,7.39,5.38,0
10,897,2,4,22,1,61,57,86,46,18,2,3,1,4.33,6.98,2
8,282,8,2,21,1,40,48,90,70,13,2,2,1,9.14,6.24,2
5,73,1,4,19,0,49,59,41,91,2,1,1,1,6.29,4.88,0
13,354,8,1,18,0,37,50,78,71,5,0,0,0,7.68,5.73,2
5,726,1,5,20,1,67,50,51,60,16,3,3,0,9.28,5.55,0
8,496,1,0,21,1,35,77,97,88,3,1,3,1,6.94,7.24,2
12,327,8,5,22,1,31,84,52,98,3,3,3,1,7.29,5.53,0
11,987,6,5,19,0,84,59,36,54,9,2,3,0,5.04,5.73,2
0,534,1,0,19,1,32,71,51,69,14,2,0,1,8.28,5.13,0
13,579,8,3,22,0,95,66,69,43,16,0,3,0,6.87,7.59,2
4,909,5,2,21,1,55,70,48,73,19,4,2,1,6.68,5.67,0
0,446,7,1,19,0,77,75,82,48,16,4,3,0,4.98,7.84,0
8,372,7,0,20,0,37,89,59,99,10,2,0,1,6.43,6.14,2
10,361,7,5,21,0,96,30,55,51,3,4,2,0,9.22,5.98,0
2,92,7,1,22,1,98,83,70,69,12,4,2,1,6.13,8.23,0
4,320,6,1,21,1,59,64,51,63,18,2,2,0,5.22,5.73,2
1,323,3,3,21,0,56,45,90,90,13,0,1,1,7.29,6.63,2
6,383,8,5,18,0,72,34,75,94,10,1,1,1,6.79,6.18,2
10,574,1,4,22,0,34,60,87,94,5,4,3,0,6.64,6.3,0
0,735,4,1,20,1,49,66,58,68,15,3,1,0,4.9,5.77,0
8,736,7,5,22,0,81,54,82,93,10,4,0,0,9.0,7.33,0
0,880,2,1,18,1,50,91,47,90,18,1,3,0,7.34,6.11,2
6,345,7,3,22,1,32,54,60,96,5,1,1,0,7.42,4.98,0
13,848,7,3,22,0,70,96,61,96,11,1,1,1,4.65,7.42,2
10,102,2,4,20,0,93,67,38,61,18,1,0,0,6.51,6.32,2
12,214,6,3,18,1,97,77,66,74,17,3,0,0,7.21,7.86,0
4,191,2,5,22,1,53,93,37,59,13,0,1,1,9.08,5.86,2
9,671,2,0,22,1,81,31,53,76,8,1,1,0,7.19,5.48,0
7,883,6,3,19,0,31,93,97,80,9,1,1,0,9.27,7.6,1
0,718,2,0,22,1,73,98,81,90,14,3,1,1,7.81,8.37,1
6,780,1,4,20,1,70,49,75,48,17,4,3,1,4.86,6.57,0
1,193,7,2,19,0,99,40,46,92,16,4,3,0,4.36,6.01,0
1,379,3,1,18,1,36,60,50,61,19,3,3,0,7.02,4.88,0
3,402,6,1,21,0,67,64,77,89,12,4,1,1,9.19,7.01,0
10,663,4,5,20,0,74,73,38,55,15,2,0,1,5.76,5.93,2
0,748,6,4,18,0,38,84,98,41,6,0,0,1,8.86,7.58,2
7,599,5,4,19,0,82,74,34,99,5,4,3,0,4.8,6.04,0
11,10,4,4,21,0,57,50,35,83,12,3,0,1,8.08,4.61,0
6,186,5,1,18,0,48,81,77,89,11,2,2,1,6.29,6.95,2
13,725,8,3,20,0,97,49,75,62,14,0,3,1,4.07,7.38,2
5,14,8,1,19,0,33,38,92,68,3,1,0,1,5.59,5.81,2
12,777,6,1,20,0,42,38,32,98,11,4,0,0,6.2,3.68,0
7,296,5,1,20,1,40,87,60,50,19,0,1,1,6.41,6.21,2
5,410,4,3,19,0,31,62,36,93,9,0,3,0,4.94,4.23,0
10,955,1,2,22,1,99,30,45,94,7,1,3,1,7.39,5.67,2
5,584,6,5,20,1,41,32,44,74,13,0,2,0,8.66,3.95,0
9,51,6,2,19,0,66,68,36,91,13,4,2,0,7.79,5.46,0
3,639,2,2,20,0,85,41,67,98,6,2,0,0,8.39,6.46,2
7,27,6,1,22,0,81,45,37,61,9,4,1,1,5.92,5.26,0
10,576,7,2,19,1,33,79,85,42,9,3,3,1,8.64,6.76,0
7,16,8,1,18,0,33,56,30,86,17,0,2,1,4.03,3.87,0
9,350,7,1,18,1,78,58,48,51,16,1,3,1,8.55,6.0,2
0,427,6,5,18,1,81,98,48,40,17,3,0,0,4.15,7.29,0
0,649,8,4,21,1,63,81,33,93,13,0,1,0,7.55,5.64,2
0,830,8,1,20,0,51,35,93,97,4,0,2,1,5.13,6.3,2
2,228,1,2,20,0,42,53,31,82,6,2,0,0,6.71,4.09,0
5,765,2,5,19,1,92,69,52,65,16,1,1,0,6.22,6.91,2
2,988,3,0,21,1,44,62,85,73,1,4,0,1,9.27,6.58,0
3,209,5,0,20,1,69,38,80,94,3,0,3,1,5.78,6.41,2
12,430,4,0,19,1,67,78,60,68,8,3,3,1,7.65,6.75,0
9,293,3,2,22,0,84,96,87,92,7,1,0,0,6.84,8.88,1
10,742,2,4,20,0,73,52,65,85,3,4,2,0,6.08,6.35,0
7,752,7,3,20,1,95,51,41,72,10,3,0,0,7.58,6.02,0
13,581,7,4,22,1,95,37,64,71,6,1,1,1,4.77,6.52,2
10,103,7,5,22,1,72,48,33,64,10,2,0,0,8.03,4.92,0
5,203,1,4,20,0,67,67,57,89,2,3,1,0,7.23,6.3,0
2,52,8,0,22,0,58,35,62,89,11,1,1,0,8.24,5.27,0
2,973,7,4,19,1,85,81,60,86,7,4,1,1,8.15,7.38,0
8,939,4,5,20,0,35,63,34,97,6,0,0,1,6.62,4.3,0
2,374,5,5,20,0,38,40,39,97,12,1,3,1,6.3,3.9,0
12,841,6,0,18,1,51,72,54,75,3,3,3,0,8.71,5.85,0
11,53,6,2,20,0,75,64,70,41,18,4,0,1,9.02,6.97,0
7,275,3,1,18,0,60,40,46,54,2,0,1,1,6.31,4.84,0
11,334,5,3,22,0,50,69,90,52,10,4,0,1,9.11,7.17,0
7,30,2,3,22,0,67,61,89,81,5,0,3,0,9.07,7.4,2
9,134,5,0,19,0,81,78,62,54,15,2,3,1,4.71,7.25,2
7,57,1,3,18,0,48,86,38,45,7,2,3,0,6.55,5.54,2
11,104,3,4,20,1,39,94,79,60,10,4,1,1,8.43,7.15,0
10,265,3,5,18,1,75,77,60,81,8,0,2,1,4.82,6.96,2
7,521,1,5,22,1,95,81,34,65,0,0,2,0,5.32,6.64,2
9,495,5,0,22,0,67,68,75,74,6,1,3,1,7.04,7.05,2
9,252,7,5,19,0,91,83,33,84,9,1,3,1,4.67,6.54,2
3,294,1,1,22,0,75,54,60,57,8,2,3,0,5.85,6.27,2
7,667,7,5,18,1,64,74,33,45,12,2,0,1,6.83,5.46,0
13,157,4,5,20,1,72,58,47,53,17,0,1,0,8.35,5.78,2
8,548,1,4,20,0,59,61,63,57,15,0,1,1,4.87,6.12,2
0,630,7,2,18,0,92,96,77,82,3,3,1,0,7.97,8.72,1
1,66,5,3,19,0,59,41,92,59,5,1,0,0,9.21,6.68,2
9,753,7,4,20,0,58,87,43,54,19,0,2,0,5.14,6.07,2
4,298,1,4,18,0,95,49,62,92,8,0,0,0,5.25,6.8,2
0,462,2,4,18,1,51,79,71,84,11,2,2,1,8.31,6.74,2
12,724,6,3,22,1,64,37,61,87,11,4,1,0,4.74,5.47,0
5,819,1,0,22,0,71,60,72,66,0,2,3,0,6.59,6.81,2
7,100,6,4,19,1,53,53,86,63,8,0,2,0,6.27,6.62,2
11,55,1,2,19,0,55,42,44,51,9,1,3,0,6.81,4.67,0
1,331,5,0,19,1,60,71,79,40,16,4,2,0,6.85,7.09,0
4,835,4,5,18,0,31,55,92,94,0,3,0,1,7.07,6.26,0
0,750,4,2,18,0,68,67,99,53,0,2,1,1,8.5,8.01,2
7,392,6,0,22,0,41,67,38,93,9,3,0,0,6.36,4.76,0
3,742,8,5,20,0,73,84,42,71,8,1,1,0,5.19,6.39,2
5,873,8,5,19,1,72,39,47,42,8,4,1,1,8.32,5.21,0
1,380,5,4,21,0,96,40,64,49,4,1,1,0,9.39,6.64,2
8,91,7,4,19,0,67,32,30,65,1,4,3,1,4.69,4.17,0
3,790,5,3,22,0,95,52,65,70,13,3,0,0,5.43,7.01,0
4,446,8,1,18,0,69,91,96,49,11,3,0,0,9.38,8.64,0
12,108,5,2,22,1,51,99,75,40,15,1,1,0,5.22,7.5,2
1,316,2,3,22,1,92,70,66,89,15,4,2,0,6.32,7.5,1
3,167,3,3,22,1,88,70,58,88,8,3,1,1,4.46,7.06,0
5,811,8,2,21,0,48,33,73,71,18,4,2,1,5.68,5.35,0
8,981,8,0,21,1,49,32,97,58,19,3,0,1,5.43,6.31,0
3,919,1,2,19,0,72,80,43,40,19,0,3,1,9.27,6.28,2
2,434,5,5,18,1,87,84,80,65,18,3,0,0,4.77,8.33,0
8,441,5,1,22,1,83,92,38,44,9,0,2,1,5.7,6.77,2
4,217,5,0,20,0,69,78,98,65,10,1,3,1,4.44,8.33,2
12,221,4,4,19,1,56,99,63,77,19,0,0,1,7.7,7.17,2
5,672,5,1,19,0,42,98,94,40,4,1,0,1,9.42,7.96,2
13,527,8,1,22,1,76,37,56,69,19,0,2,0,4.84,5.63,2
7,277,1,4,19,0,52,37,69,88,15,1,0,1,7.45,5.43,0
11,568,7,1,22,0,88,48,37,51,18,3,2,0,4.84,5.56,0
6,573,7,0,19,0,36,84,35,75,11,2,2,1,5.25,5.0,0
10,874,5,0,18,0,79,37,82,75,16,2,1,0,6.98,6.76,2
10,465,1,0,19,1,95,86,34,63,1,2,0,1,9.22,6.79,2
11,838,2,3,19,0,32,36,83,81,8,0,3,0,6.61,5.36,0
6,753,7,3,20,1,68,75,47,94,17,2,1,0,6.48,6.17,2
11,601,8,0,18,0,36,51,65,94,1,1,2,1,4.75,5.21,0
1,583,3,4,18,0,97,73,83,64,9,0,0,0,7.1,8.42,2
4,837,4,4,18,0,84,34,63,47,8,0,0,0,6.54,6.06,2
5,29,1,2,19,0,37,54,61,51,2,3,2,0,5.84,5.17,0
8,358,7,2,21,1,61,76,80,66,8,1,3,1,8.02,7.31,2
1,918,7,0,19,1,48,72,32,98,3,1,1,0,5.64,4.88,0
4,287,6,1,22,0,41,44,94,99,12,3,2,0,8.97,6.31,0
7,85,2,1,20,1,86,93,42,51,18,4,0,1,8.8,7.05,0
2,233,3,4,18,1,39,60,37,71,11,3,2,0,6.68,4.45,0
10,746,3,1,22,0,50,73,73,99,11,4,1,1,8.99,6.61,0
5,312,3,5,22,1,49,76,59,74,14,2,2,1,9.29,6.11,2
11,364,8,3,21,0,33,41,37,55,11,2,2,1,4.2,3.7,0
3,776,1,1,18,0,48,93,87,75,1,2,3,0,8.69,7.71,1
13,798,2,1,19,1,58,52,37,95,11,2,0,1,6.21,4.78,0
5,838,5,2,18,1,93,79,90,69,6,3,2,1,9.47,8.76,0
9,904,6,5,20,0,40,65,82,76,6,2,0,1,5.89,6.43,2
12,268,2,1,18,0,62,40,65,71,17,3,3,0,8.58,5.66,0
6,697,2,3,22,0,54,76,91,54,11,1,1,0,5.21,7.54,2
4,130,7,1,22,1,62,85,48,60,17,1,2,1,9.12,6.33,2
0,802,2,4,19,0,55,98,47,95,5,0,3,0,8.08,6.47,2
7,992,1,5,19,0,65,66,73,79,7,1,3,0,5.56,6.85,2
2,788,6,1,19,0,40,39,49,68,16,4,3,0,7.78,4.33,0
7,831,1,5,20,0,59,85,31,93,14,4,0,1,6.39,5.56,0
5,350,6,1,18,0,86,71,59,69,11,2,0,0,8.73,7.07,2
10,179,6,3,21,1,39,59,80,64,6,0,3,0,4.03,6.14,2
6,801,7,3,18,1,54,51,73,59,12,3,3,1,6.88,6.07,0
0,479,1,5,19,1,97,84,76,49,11,3,2,1,7.75,8.47,0
9,888,6,0,20,1,86,67,72,70,15,3,2,1,6.18,7.47,0
8,162,2,2,18,1,63,85,40,40,18,2,0,1,6.6,6.04,2
3,782,1,2,22,0,83,65,71,49,9,0,3,1,5.32,7.28,2
0,887,6,4,18,1,80,40,48,57,15,1,0,1,6.3,5.52,2
4,95,8,0,22,0,35,36,32,88,11,1,3,0,9.07,3.41,0
11,773,3,2,18,1,88,63,33,75,2,2,1,1,6.12,5.85,2
9,509,1,5,18,1,83,92,67,96,3,4,1,1,9.44,7.93,1
3,364,7,2,18,0,46,31,63,98,0,3,1,1,6.56,4.83,0
13,980,8,4,19,1,55,91,80,93,3,4,2,1,7.41,7.58,1
2,352,8,1,22,1,38,36,60,52,3,1,3,0,4.03,4.62,0
11,799,4,2,20,0,31,72,66,71,2,2,3,1,5.03,5.73,2
5,435,1,5,21,1,49,47,73,61,17,4,2,0,5.96,5.8,0
0,82,8,5,22,1,35,49,88,45,17,1,1,0,5.8,6.04,2
10,224,1,4,19,1,84,36,47,72,7,2,2,1,7.96,5.48,0
3,411,1,4,22,0,77,81,54,40,7,3,3,1,7.02,6.9,0
12,734,6,3,20,1,87,66,39,42,6,0,2,1,5.19,6.15,2
1,980,1,3,22,1,71,75,98,44,7,1,2,0,7.33,8.3,2
12,117,4,3,19,0,50,71,54,89,15,0,2,0,4.72,5.79,2
8,481,5,1,19,1,35,89,80,66,2,2,1,0,8.77,6.92,2
12,191,1,5,21,0,59,61,82,51,14,1,2,0,8.12,6.88,2
13,590,3,3,20,0,52,67,39,72,17,3,1,0,5.9,5.13,0
8,589,4,5,21,0,65,68,78,80,10,3,1,0,4.27,7.11,0
9,658,5,4,18,0,32,55,67,66,1,2,2,1,8.31,5.29,0
2,106,6,1,19,1,63,59,75,88,18,0,2,1,5.34,6.66,2
9,381,1,4,21,1,59,70,99,52,15,4,1,0,5.42,7.83,0
1,782,5,5,19,0,71,38,40,85,5,3,2,0,6.37,4.87,0
4,389,3,0,19,1,50,61,45,98,8,0,3,1,7.35,5.13,0
2,243,4,0,18,1,33,85,61,50,14,0,1,1,4.19,5.98,2
12,584,4,3,19,1,78,82,31,50,8,1,0,1,8.54,6.04,2
10,868,6,0,21,0,77,36,87,75,9,4,0,1,4.19,6.87,0
7,467,6,4,20,1,80,52,67,80,1,2,1,1,4.96,6.64,2
4,865,6,0,22,0,53,81,86,97,14,3,0,0,5.25,7.46,0
2,933,5,2,21,0,75,50,88,89,0,4,3,0,8.67,7.27,0
2,537,1,1,18,1,56,52,86,97,5,0,1,0,8.1,6.68,2
1,209,2,5,22,1,80,98,96,90,12,4,1,1,7.36,9.18,1
5,603,8,3,19,0,49,47,44,43,19,1,2,0,5.96,4.64,0
12,636,4,4,21,0,47,66,87,83,6,1,3,0,7.04,6.87,2
1,946,2,1,22,0,37,36,32,57,16,0,0,1,4.28,3.47,0
2,72,7,3,21,1,56,90,87,57,18,0,0,0,8.76,7.86,2
3,991,4,4,19,0,43,32,56,67,16,2,2,1,7.81,4.49,0
4,634,8,0,21,1,47,30,44,45,0,3,1,0,7.67,4.07,0
1,308,6,5,18,1,94,89,89,98,16,3,3,0,9.41,9.05,1
5,695,8,2,22,1,60,35,32,82,6,4,3,0,6.93,4.13,0
6,698,1,2,22,1,49,87,57,97,2,3,2,1,4.4,6.36,0
0,709,1,0,22,0,99,60,76,44,3,0,0,0,5.25,7.81,2
9,589,4,5,21,0,74,37,94,87,13,4,1,0,4.88,7.09,0
2,859,5,1,19,0,30,44,82,50,11,3,3,1,9.18,5.5,0
12,185,7,5,21,0,48,36,49,44,6,2,1,0,4.7,4.48,0
7,855,8,0,21,0,68,36,40,48,13,0,2,1,4.12,4.72,0
0,252,6,4,22,0,56,62,54,62,12,0,1,1,5.66,5.7,2
8,12,1,1,19,0,85,70,92,50,16,3,0,1,4.67,8.33,0
10,298,7,2,20,1,45,86,33,54,4,2,3,1,7.41,5.25,0
10,75,7,0,19,0,36,36,83,64,7,2,3,1,5.23,5.48,0
11,50,1,4,21,1,49,88,89,56,10,1,0,1,8.64,7.67,2
5,786,3,0,18,1,60,49,57,89,14,0,0,0,4.79,5.55,2
7,148,8,3,19,0,54,79,39,92,14,0,1,0,4.84,5.55,2
6,730,7,3,22,0,30,43,65,65,12,3,2,0,7.34,4.79,0
6,121,1,3,18,0,46,44,62,53,6,3,3,0,4.45,5.18,0
11,210,3,2,20,0,56,39,88,78,16,2,0,1,4.28,6.37,2
5,279,1,5,20,1,53,94,74,95,17,0,1,1,5.01,7.37,2
12,537,1,1,18,1,91,84,80,94,11,3,3,0,6.9,8.45,1
3,684,7,2,20,1,81,57,75,87,14,2,2,1,7.01,7.14,2
12,155,5,4,18,1,80,77,42,48,4,0,1,1,6.12,6.39,2
9,237,5,4,21,0,95,32,33,66,18,1,0,1,6.57,5.13,0
0,375,6,3,18,1,86,89,71,74,7,0,3,1,6.5,8.09,2
4,81,8,1,21,1,84,32,56,66,3,1,1,0,6.52,5.72,2
6,491,1,3,22,0,82,97,37,92,4,0,0,1,5.46,6.85,2
10,355,8,4,22,0,48,68,75,55,7,2,0,1,4.93,6.48,2
5,924,6,4,20,0,42,83,37,99,18,0,0,0,6.15,5.23,0
12,272,6,5,18,1,58,61,55,61,18,3,3,0,6.55,5.77,0
4,579,6,5,21,0,35,45,30,69,1,2,0,1,9.24,3.6,0
9,43,6,5,22,0,30,46,90,65,5,1,1,1,8.12,5.88,2
2,572,4,3,22,1,53,40,68,78,17,0,3,1,8.74,5.51,2
8,122,7,0,22,0,35,61,38,99,16,1,1,1,6.12,4.4,0
0,348,7,1,20,1,77,56,56,78,16,3,2,0,7.15,6.23,0
9,707,4,5,22,0,49,34,99,91,16,2,2,0,8.08,6.45,2
9,329,1,2,19,0,96,47,49,72,14,1,2,1,5.01,6.25,2
12,408,4,5,20,0,84,32,94,79,6,4,2,1,6.53,7.24,0
3,990,1,3,18,0,47,57,45,97,4,0,0,1,5.92,4.92,0
11,322,5,1,19,1,50,95,97,40,18,1,3,0,7.01,8.23,2
6,110,7,5,20,1,93,63,96,51,6,4,0,0,5.61,8.52,0
8,769,2,1,20,1,66,51,51,56,1,4,1,1,5.95,5.55,0
0,88,3,2,21,0,48,59,85,64,14,3,1,1,8.58,6.61,0
2,432,7,4,19,1,85,77,86,68,13,1,2,0,8.28,8.3,2
2,709,4,1,19,1,91,94,83,97,5,3,1,0,6.24,8.87,1
1,793,4,0,19,0,47,90,37,81,6,0,1,1,4.54,5.59,2
9,711,5,5,22,1,59,48,36,67,8,2,3,0,5.57,4.65,0
5,98,4,3,22,1,85,81,30,58,1,4,1,0,8.03,6.18,0
3,538,1,0,18,1,71,70,83,80,19,1,0,0,8.16,7.55,1
8,600,1,0,18,0,82,94,41,49,0,0,2,0,5.79,6.92,2
12,145,2,3,18,1,79,79,43,50,17,1,2,0,9.17,6.46,2
2,693,2,3,22,0,33,70,48,49,11,4,1,1,6.76,5.01,0
0,256,7,3,21,0,92,62,48,99,6,2,1,0,8.83,6.54,2
1,188,2,0,18,1,96,46,57,69,10,0,0,0,6.91,6.54,2
10,239,1,1,20,1,85,84,44,88,11,4,0,1,4.07,6.83,0
6,870,8,3,22,1,78,75,92,46,17,0,1,0,4.55,8.27,2
0,898,6,4,21,0,51,88,52,44,4,1,0,0,4.58,6.25,2
3,502,6,0,20,1,41,86,72,99,0,4,3,1,7.95,6.69,0
5,707,2,0,20,0,78,49,39,67,0,4,0,0,8.73,5.37,0
1,808,2,0,22,1,42,70,65,59,8,4,1,1,6.89,5.96,0
10,676,1,2,19,0,62,67,92,71,0,2,1,0,8.7,7.55,2
1,818,5,1,21,1,76,56,78,98,11,4,0,1,6.05,7.08,0
11,270,7,1,22,0,93,38,43,51,16,0,3,1,4.56,5.65,2
8,519,4,3,19,0,46,97,63,44,15,4,3,1,5.42,6.81,0
1,549,7,0,22,0,63,67,68,69,16,2,1,0,4.65,6.62,2
13,113,3,0,22,1,97,54,61,72,6,2,2,1,8.87,6.97,2
11,338,6,3,20,0,68,43,51,49,2,1,0,0,5.32,5.37,0
11,567,8,1,22,0,30,66,64,78,8,0,0,0,8.13,5.44,0
3,942,6,3,19,0,34,79,52,66,2,3,0,1,4.39,5.47,0
13,985,1,3,20,1,69,71,54,51,15,0,3,0,8.26,6.36,2
4,358,7,3,19,0,92,83,98,41,15,3,2,0,4.47,9.17,0
0,649,8,3,19,0,30,64,35,69,9,0,0,1,9.21,4.22,0
6,613,1,3,20,1,64,60,89,99,7,4,1,1,7.52,7.28,0
5,333,3,5,19,0,46,75,35,80,15,3,3,1,7.72,5.03,0
7,688,8,5,18,1,89,46,48,44,15,0,2,0,7.75,5.97,2
0,168,7,0,22,1,30,82,48,76,5,1,2,0,5.51,5.28,0
1,338,8,0,20,1,33,51,41,53,3,2,3,0,6.44,4.16,0
5,797,3,5,20,1,38,87,42,90,14,0,2,0,8.98,5.43,0
2,260,2,1,18,0,74,70,79,65,2,0,3,1,5.14,7.48,2
4,886,7,2,18,1,61,32,96,89,16,2,2,1,6.9,6.63,2
2,734,3,1,18,0,98,92,60,47,14,3,1,1,5.78,8.1,0
13,198,4,0,18,1,43,95,52,70,19,3,2,1,8.2,6.22,0
2,210,4,5,21,0,80,75,99,96,8,4,0,1,6.51,8.61,1
12,286,6,1,20,0,52,37,87,42,12,4,2,0,5.89,6.15,0
8,691,4,2,19,0,75,68,96,67,0,4,3,0,7.26,8.13,0
0,761,7,3,20,0,56,54,39,53,11,1,3,0,4.58,4.86,0
7,742,4,4,20,0,65,76,97,50,16,2,2,1,7.08,8.11,2
12,471,4,5,20,1,97,63,73,68,13,3,2,0,8.31,7.72,0
3,481,8,5,18,0,61,97,99,79,0,1,2,0,9.3,8.7,1
7,22,2,2,18,0,95,86,37,93,9,4,0,1,8.65,6.91,0
2,559,6,3,21,0,71,54,57,51,13,2,0,0,7.39,6.03,2
1,108,1,3,20,1,79,91,84,82,14,4,2,1,6.97,8.46,1
10,295,6,4,22,1,86,68,96,48,10,0,2,1,5.81,8.46,2
4,5,6,3,21,1,93,36,68,97,18,4,0,1,6.63,6.59,0
6,549,6,2,18,1,75,35,62,75,10,2,2,0,7.4,5.78,2
9,680,3,0,20,1,83,83,58,58,18,3,0,1,4.71,7.3,0
7,867,1,3,18,1,82,48,46,46,10,2,1,1,7.98,5.74,2
6,794,3,0,19,0,58,76,66,56,18,3,3,1,5.35,6.66,0
6,202,2,0,18,1,66,48,35,87,6,2,1,1,4.63,4.82,0
2,324,2,2,18,0,98,63,75,90,6,2,3,1,4.54,7.83,1
4,824,5,5,21,0,43,72,43,62,5,3,2,0,5.76,5.17,0
5,784,5,5,19,0,56,42,66,51,8,0,1,1,5.76,5.58,2
